ay,need,setting,ay-destination,need-destination,setting-destination,expectation,normalisation-constant,alpha
-2,W,Q,-1,W,A,0.12426035502958581,0.9999999999999999,0.1242603550295858
-2,W,Q,-1,W,B,0.650887573964497,0.9999999999999999,0.6508875739644969
-2,W,Q,-1,W,F,0.14792899408284024,0.9999999999999999,0.14792899408284022
-2,W,Q,-1,W,G,0.00591715976331361,0.9999999999999999,0.005917159763313609
-2,W,Q,-1,W,J,0.00591715976331361,0.9999999999999999,0.005917159763313609
-2,W,Q,-1,W,P,0.06508875739644972,0.9999999999999999,0.0650887573964497
-2,X,A,-1,X,B,0.738255033557047,1.0,0.738255033557047
-2,X,A,-1,X,F,0.16778523489932887,1.0,0.16778523489932887
-2,X,A,-1,X,G,0.006711409395973155,1.0,0.006711409395973155
-2,X,A,-1,X,J,0.006711409395973155,1.0,0.006711409395973155
-2,X,A,-1,X,P,0.07382550335570472,1.0,0.07382550335570472
-2,X,A,-1,X,Q,0.006711409395973155,1.0,0.006711409395973155
-2,X,G,-1,X,A,0.12426035502958581,0.9999999999999999,0.1242603550295858
-2,X,G,-1,X,B,0.650887573964497,0.9999999999999999,0.6508875739644969
-2,X,G,-1,X,F,0.14792899408284024,0.9999999999999999,0.14792899408284022
-2,X,G,-1,X,J,0.00591715976331361,0.9999999999999999,0.005917159763313609
-2,X,G,-1,X,P,0.06508875739644972,0.9999999999999999,0.0650887573964497
-2,X,G,-1,X,Q,0.00591715976331361,0.9999999999999999,0.005917159763313609
-2,X,J,-1,X,A,0.12426035502958581,0.9999999999999999,0.1242603550295858
-2,X,J,-1,X,B,0.650887573964497,0.9999999999999999,0.6508875739644969
-2,X,J,-1,X,F,0.14792899408284024,0.9999999999999999,0.14792899408284022
-2,X,J,-1,X,G,0.00591715976331361,0.9999999999999999,0.005917159763313609
-2,X,J,-1,X,P,0.06508875739644972,0.9999999999999999,0.0650887573964497
-2,X,J,-1,X,Q,0.00591715976331361,0.9999999999999999,0.005917159763313609
-2,X,P,-1,X,A,0.13207547169811323,1.0,0.13207547169811323
-2,X,P,-1,X,B,0.6918238993710693,1.0,0.6918238993710693
-2,X,P,-1,X,F,0.15723270440251574,1.0,0.15723270440251574
-2,X,P,-1,X,G,0.00628930817610063,1.0,0.00628930817610063
-2,X,P,-1,X,J,0.00628930817610063,1.0,0.00628930817610063
-2,X,P,-1,X,Q,0.00628930817610063,1.0,0.00628930817610063
-2,X,Q,-1,X,A,0.12426035502958581,0.9999999999999999,0.1242603550295858
-2,X,Q,-1,X,B,0.650887573964497,0.9999999999999999,0.6508875739644969
-2,X,Q,-1,X,F,0.14792899408284024,0.9999999999999999,0.14792899408284022
-2,X,Q,-1,X,G,0.00591715976331361,0.9999999999999999,0.005917159763313609
-2,X,Q,-1,X,J,0.00591715976331361,0.9999999999999999,0.005917159763313609
-2,X,Q,-1,X,P,0.06508875739644972,0.9999999999999999,0.0650887573964497
-2,Y,A,-1,Y,B,0.738255033557047,1.0,0.738255033557047
-2,Y,A,-1,Y,F,0.16778523489932887,1.0,0.16778523489932887
-2,Y,A,-1,Y,G,0.006711409395973155,1.0,0.006711409395973155
-2,Y,A,-1,Y,J,0.006711409395973155,1.0,0.006711409395973155
-2,Y,A,-1,Y,P,0.07382550335570472,1.0,0.07382550335570472
-2,Y,A,-1,Y,Q,0.006711409395973155,1.0,0.006711409395973155
-2,Y,G,-1,Y,A,0.12426035502958581,0.9999999999999999,0.1242603550295858
-2,Y,G,-1,Y,B,0.650887573964497,0.9999999999999999,0.6508875739644969
-2,Y,G,-1,Y,F,0.14792899408284024,0.9999999999999999,0.14792899408284022
-2,Y,G,-1,Y,J,0.00591715976331361,0.9999999999999999,0.005917159763313609
-2,Y,G,-1,Y,P,0.06508875739644972,0.9999999999999999,0.0650887573964497
-2,Y,G,-1,Y,Q,0.00591715976331361,0.9999999999999999,0.005917159763313609
-2,Y,J,-1,Y,A,0.02071005917159763,6.0,0.1242603550295858
-2,Y,J,-1,Y,B,0.10848126232741616,6.0,0.6508875739644969
-2,Y,J,-1,Y,F,0.52465483234714,6.0,3.1479289940828403
-2,Y,J,-1,Y,G,9.861932938856016E-4,6.0,0.005917159763313609
-2,Y,J,-1,Y,P,0.344181459566075,6.0,2.06508875739645
-2,Y,J,-1,Y,Q,9.861932938856016E-4,6.0,0.005917159763313609
-2,Y,P,-1,Y,A,0.016509433962264158,7.999999999999999,0.13207547169811323
-2,Y,P,-1,Y,B,0.8364779874213838,7.999999999999999,6.6918238993710695
-2,Y,P,-1,Y,F,0.1446540880503145,7.999999999999999,1.1572327044025157
-2,Y,P,-1,Y,G,7.861635220125789E-4,7.999999999999999,0.00628930817610063
-2,Y,P,-1,Y,J,7.861635220125789E-4,7.999999999999999,0.00628930817610063
-2,Y,P,-1,Y,Q,7.861635220125789E-4,7.999999999999999,0.00628930817610063
-2,Y,Q,-1,Y,A,0.12426035502958581,0.9999999999999999,0.1242603550295858
-2,Y,Q,-1,Y,B,0.650887573964497,0.9999999999999999,0.6508875739644969
-2,Y,Q,-1,Y,F,0.14792899408284024,0.9999999999999999,0.14792899408284022
-2,Y,Q,-1,Y,G,0.00591715976331361,0.9999999999999999,0.005917159763313609
-2,Y,Q,-1,Y,J,0.00591715976331361,0.9999999999999999,0.005917159763313609
-2,Y,Q,-1,Y,P,0.06508875739644972,0.9999999999999999,0.0650887573964497
-1,T,A,0,T,B,0.6713091922005572,0.9999999999999999,0.6713091922005571
-1,T,A,0,T,F,0.22562674094707524,0.9999999999999999,0.22562674094707522
-1,T,A,0,T,G,0.0027855153203342623,0.9999999999999999,0.002785515320334262
-1,T,A,0,T,I,0.044568245125348196,0.9999999999999999,0.04456824512534819
-1,T,A,0,T,J,0.0027855153203342623,0.9999999999999999,0.002785515320334262
-1,T,A,0,T,K,0.044568245125348196,0.9999999999999999,0.04456824512534819
-1,T,A,0,T,P,0.0027855153203342623,0.9999999999999999,0.002785515320334262
-1,T,A,0,T,Q,0.0027855153203342623,0.9999999999999999,0.002785515320334262
-1,T,A,0,T,R,0.0027855153203342623,0.9999999999999999,0.002785515320334262
-1,T,B,0,T,A,0.711437908496732,12.0,8.537254901960784
-1,T,B,0,T,F,0.10980392156862745,12.0,1.3176470588235294
-1,T,B,0,T,G,3.26797385620915E-4,12.0,0.00392156862745098
-1,T,B,0,T,I,0.00522875816993464,12.0,0.06274509803921569
-1,T,B,0,T,J,3.26797385620915E-4,12.0,0.00392156862745098
-1,T,B,0,T,K,0.17189542483660128,12.0,2.0627450980392155
-1,T,B,0,T,P,3.26797385620915E-4,12.0,0.00392156862745098
-1,T,B,0,T,Q,3.26797385620915E-4,12.0,0.00392156862745098
-1,T,B,0,T,R,3.26797385620915E-4,12.0,0.00392156862745098
-1,T,F,0,T,A,0.3301204819277109,0.9999999999999999,0.3301204819277108
-1,T,F,0,T,B,0.5807228915662652,0.9999999999999999,0.5807228915662651
-1,T,F,0,T,G,0.002409638554216868,0.9999999999999999,0.0024096385542168677
-1,T,F,0,T,I,0.03855421686746989,0.9999999999999999,0.03855421686746988
-1,T,F,0,T,J,0.002409638554216868,0.9999999999999999,0.0024096385542168677
-1,T,F,0,T,K,0.03855421686746989,0.9999999999999999,0.03855421686746988
-1,T,F,0,T,P,0.002409638554216868,0.9999999999999999,0.0024096385542168677
-1,T,F,0,T,Q,0.002409638554216868,0.9999999999999999,0.0024096385542168677
-1,T,F,0,T,R,0.002409638554216868,0.9999999999999999,0.0024096385542168677
-1,T,G,0,T,A,0.2767676767676768,1.0,0.2767676767676768
-1,T,G,0,T,B,0.4868686868686869,1.0,0.4868686868686869
-1,T,G,0,T,F,0.16363636363636364,1.0,0.16363636363636364
-1,T,G,0,T,I,0.03232323232323232,1.0,0.03232323232323232
-1,T,G,0,T,J,0.00202020202020202,1.0,0.00202020202020202
-1,T,G,0,T,K,0.03232323232323232,1.0,0.03232323232323232
-1,T,G,0,T,P,0.00202020202020202,1.0,0.00202020202020202
-1,T,G,0,T,Q,0.00202020202020202,1.0,0.00202020202020202
-1,T,G,0,T,R,0.00202020202020202,1.0,0.00202020202020202
-1,T,J,0,T,A,0.1823953823953824,7.0,1.2767676767676768
-1,T,J,0,T,B,0.7838383838383838,7.0,5.486868686868687
-1,T,J,0,T,F,0.023376623376623377,7.0,0.16363636363636364
-1,T,J,0,T,G,2.886002886002886E-4,7.0,0.00202020202020202
-1,T,J,0,T,I,0.004617604617604618,7.0,0.03232323232323232
-1,T,J,0,T,K,0.004617604617604618,7.0,0.03232323232323232
-1,T,J,0,T,P,2.886002886002886E-4,7.0,0.00202020202020202
-1,T,J,0,T,Q,2.886002886002886E-4,7.0,0.00202020202020202
-1,T,J,0,T,R,2.886002886002886E-4,7.0,0.00202020202020202
-1,T,P,0,T,A,0.7127946127946126,6.000000000000002,4.276767676767677
-1,T,P,0,T,B,0.24781144781144773,6.000000000000002,1.486868686868687
-1,T,P,0,T,F,0.027272727272727264,6.000000000000002,0.16363636363636364
-1,T,P,0,T,G,3.367003367003366E-4,6.000000000000002,0.00202020202020202
-1,T,P,0,T,I,0.005387205387205386,6.000000000000002,0.03232323232323232
-1,T,P,0,T,J,3.367003367003366E-4,6.000000000000002,0.00202020202020202
-1,T,P,0,T,K,0.005387205387205386,6.000000000000002,0.03232323232323232
-1,T,P,0,T,Q,3.367003367003366E-4,6.000000000000002,0.00202020202020202
-1,T,P,0,T,R,3.367003367003366E-4,6.000000000000002,0.00202020202020202
-1,T,Q,0,T,A,0.21845117845117848,15.0,3.276767676767677
-1,T,Q,0,T,B,0.7657912457912458,15.0,11.486868686868688
-1,T,Q,0,T,F,0.010909090909090908,15.0,0.16363636363636364
-1,T,Q,0,T,G,1.3468013468013467E-4,15.0,0.00202020202020202
-1,T,Q,0,T,I,0.0021548821548821547,15.0,0.03232323232323232
-1,T,Q,0,T,J,1.3468013468013467E-4,15.0,0.00202020202020202
-1,T,Q,0,T,K,0.0021548821548821547,15.0,0.03232323232323232
-1,T,Q,0,T,P,1.3468013468013467E-4,15.0,0.00202020202020202
-1,T,Q,0,T,R,1.3468013468013467E-4,15.0,0.00202020202020202
-1,T,R,0,T,A,0.2767676767676768,1.0,0.2767676767676768
-1,T,R,0,T,B,0.4868686868686869,1.0,0.4868686868686869
-1,T,R,0,T,F,0.16363636363636364,1.0,0.16363636363636364
-1,T,R,0,T,G,0.00202020202020202,1.0,0.00202020202020202
-1,T,R,0,T,I,0.03232323232323232,1.0,0.03232323232323232
-1,T,R,0,T,J,0.00202020202020202,1.0,0.00202020202020202
-1,T,R,0,T,K,0.03232323232323232,1.0,0.03232323232323232
-1,T,R,0,T,P,0.00202020202020202,1.0,0.00202020202020202
-1,T,R,0,T,Q,0.00202020202020202,1.0,0.00202020202020202
-1,U,A,0,U,B,0.6713091922005572,0.9999999999999999,0.6713091922005571
-1,U,A,0,U,F,0.22562674094707524,0.9999999999999999,0.22562674094707522
-1,U,A,0,U,G,0.0027855153203342623,0.9999999999999999,0.002785515320334262
-1,U,A,0,U,I,0.044568245125348196,0.9999999999999999,0.04456824512534819
-1,U,A,0,U,J,0.0027855153203342623,0.9999999999999999,0.002785515320334262
-1,U,A,0,U,K,0.044568245125348196,0.9999999999999999,0.04456824512534819
-1,U,A,0,U,P,0.0027855153203342623,0.9999999999999999,0.002785515320334262
-1,U,A,0,U,Q,0.0027855153203342623,0.9999999999999999,0.002785515320334262
-1,U,A,0,U,R,0.0027855153203342623,0.9999999999999999,0.002785515320334262
-1,U,B,0,U,A,0.5372549019607844,0.9999999999999999,0.5372549019607843
-1,U,B,0,U,F,0.31764705882352945,0.9999999999999999,0.3176470588235294
-1,U,B,0,U,G,0.003921568627450981,0.9999999999999999,0.00392156862745098
-1,U,B,0,U,I,0.0627450980392157,0.9999999999999999,0.06274509803921569
-1,U,B,0,U,J,0.003921568627450981,0.9999999999999999,0.00392156862745098
-1,U,B,0,U,K,0.0627450980392157,0.9999999999999999,0.06274509803921569
-1,U,B,0,U,P,0.003921568627450981,0.9999999999999999,0.00392156862745098
-1,U,B,0,U,Q,0.003921568627450981,0.9999999999999999,0.00392156862745098
-1,U,B,0,U,R,0.003921568627450981,0.9999999999999999,0.00392156862745098
-1,U,F,0,U,A,0.3301204819277109,0.9999999999999999,0.3301204819277108
-1,U,F,0,U,B,0.5807228915662652,0.9999999999999999,0.5807228915662651
-1,U,F,0,U,G,0.002409638554216868,0.9999999999999999,0.0024096385542168677
-1,U,F,0,U,I,0.03855421686746989,0.9999999999999999,0.03855421686746988
-1,U,F,0,U,J,0.002409638554216868,0.9999999999999999,0.0024096385542168677
-1,U,F,0,U,K,0.03855421686746989,0.9999999999999999,0.03855421686746988
-1,U,F,0,U,P,0.002409638554216868,0.9999999999999999,0.0024096385542168677
-1,U,F,0,U,Q,0.002409638554216868,0.9999999999999999,0.0024096385542168677
-1,U,F,0,U,R,0.002409638554216868,0.9999999999999999,0.0024096385542168677
-1,U,G,0,U,A,0.2767676767676768,1.0,0.2767676767676768
-1,U,G,0,U,B,0.4868686868686869,1.0,0.4868686868686869
-1,U,G,0,U,F,0.16363636363636364,1.0,0.16363636363636364
-1,U,G,0,U,I,0.03232323232323232,1.0,0.03232323232323232
-1,U,G,0,U,J,0.00202020202020202,1.0,0.00202020202020202
-1,U,G,0,U,K,0.03232323232323232,1.0,0.03232323232323232
-1,U,G,0,U,P,0.00202020202020202,1.0,0.00202020202020202
-1,U,G,0,U,Q,0.00202020202020202,1.0,0.00202020202020202
-1,U,G,0,U,R,0.00202020202020202,1.0,0.00202020202020202
-1,U,J,0,U,A,0.2767676767676768,1.0,0.2767676767676768
-1,U,J,0,U,B,0.4868686868686869,1.0,0.4868686868686869
-1,U,J,0,U,F,0.16363636363636364,1.0,0.16363636363636364
-1,U,J,0,U,G,0.00202020202020202,1.0,0.00202020202020202
-1,U,J,0,U,I,0.03232323232323232,1.0,0.03232323232323232
-1,U,J,0,U,K,0.03232323232323232,1.0,0.03232323232323232
-1,U,J,0,U,P,0.00202020202020202,1.0,0.00202020202020202
-1,U,J,0,U,Q,0.00202020202020202,1.0,0.00202020202020202
-1,U,J,0,U,R,0.00202020202020202,1.0,0.00202020202020202
-1,U,P,0,U,A,0.4255892255892256,3.0,1.2767676767676768
-1,U,P,0,U,B,0.49562289562289563,3.0,1.486868686868687
-1,U,P,0,U,F,0.05454545454545454,3.0,0.16363636363636364
-1,U,P,0,U,G,6.734006734006734E-4,3.0,0.00202020202020202
-1,U,P,0,U,I,0.010774410774410775,3.0,0.03232323232323232
-1,U,P,0,U,J,6.734006734006734E-4,3.0,0.00202020202020202
-1,U,P,0,U,K,0.010774410774410775,3.0,0.03232323232323232
-1,U,P,0,U,Q,6.734006734006734E-4,3.0,0.00202020202020202
-1,U,P,0,U,R,6.734006734006734E-4,3.0,0.00202020202020202
-1,U,Q,0,U,A,0.04612794612794613,6.0,0.2767676767676768
-1,U,Q,0,U,B,0.7478114478114478,6.0,4.486868686868687
-1,U,Q,0,U,F,0.02727272727272727,6.0,0.16363636363636364
-1,U,Q,0,U,G,3.367003367003367E-4,6.0,0.00202020202020202
-1,U,Q,0,U,I,0.17205387205387204,6.0,1.0323232323232323
-1,U,Q,0,U,J,3.367003367003367E-4,6.0,0.00202020202020202
-1,U,Q,0,U,K,0.0053872053872053875,6.0,0.03232323232323232
-1,U,Q,0,U,P,3.367003367003367E-4,6.0,0.00202020202020202
-1,U,Q,0,U,R,3.367003367003367E-4,6.0,0.00202020202020202
-1,U,R,0,U,A,0.2767676767676768,1.0,0.2767676767676768
-1,U,R,0,U,B,0.4868686868686869,1.0,0.4868686868686869
-1,U,R,0,U,F,0.16363636363636364,1.0,0.16363636363636364
-1,U,R,0,U,G,0.00202020202020202,1.0,0.00202020202020202
-1,U,R,0,U,I,0.03232323232323232,1.0,0.03232323232323232
-1,U,R,0,U,J,0.00202020202020202,1.0,0.00202020202020202
-1,U,R,0,U,K,0.03232323232323232,1.0,0.03232323232323232
-1,U,R,0,U,P,0.00202020202020202,1.0,0.00202020202020202
-1,U,R,0,U,Q,0.00202020202020202,1.0,0.00202020202020202
-1,V,A,0,V,B,0.6713091922005572,0.9999999999999999,0.6713091922005571
-1,V,A,0,V,F,0.22562674094707524,0.9999999999999999,0.22562674094707522
-1,V,A,0,V,G,0.0027855153203342623,0.9999999999999999,0.002785515320334262
-1,V,A,0,V,I,0.044568245125348196,0.9999999999999999,0.04456824512534819
-1,V,A,0,V,J,0.0027855153203342623,0.9999999999999999,0.002785515320334262
-1,V,A,0,V,K,0.044568245125348196,0.9999999999999999,0.04456824512534819
-1,V,A,0,V,P,0.0027855153203342623,0.9999999999999999,0.002785515320334262
-1,V,A,0,V,Q,0.0027855153203342623,0.9999999999999999,0.002785515320334262
-1,V,A,0,V,R,0.0027855153203342623,0.9999999999999999,0.002785515320334262
-1,V,B,0,V,A,0.26862745098039215,2.0,0.5372549019607843
-1,V,B,0,V,F,0.1588235294117647,2.0,0.3176470588235294
-1,V,B,0,V,G,0.00196078431372549,2.0,0.00392156862745098
-1,V,B,0,V,I,0.5313725490196078,2.0,1.0627450980392157
-1,V,B,0,V,J,0.00196078431372549,2.0,0.00392156862745098
-1,V,B,0,V,K,0.03137254901960784,2.0,0.06274509803921569
-1,V,B,0,V,P,0.00196078431372549,2.0,0.00392156862745098
-1,V,B,0,V,Q,0.00196078431372549,2.0,0.00392156862745098
-1,V,B,0,V,R,0.00196078431372549,2.0,0.00392156862745098
-1,V,F,0,V,A,0.3301204819277109,0.9999999999999999,0.3301204819277108
-1,V,F,0,V,B,0.5807228915662652,0.9999999999999999,0.5807228915662651
-1,V,F,0,V,G,0.002409638554216868,0.9999999999999999,0.0024096385542168677
-1,V,F,0,V,I,0.03855421686746989,0.9999999999999999,0.03855421686746988
-1,V,F,0,V,J,0.002409638554216868,0.9999999999999999,0.0024096385542168677
-1,V,F,0,V,K,0.03855421686746989,0.9999999999999999,0.03855421686746988
-1,V,F,0,V,P,0.002409638554216868,0.9999999999999999,0.0024096385542168677
-1,V,F,0,V,Q,0.002409638554216868,0.9999999999999999,0.0024096385542168677
