ay,need,setting,ay-destination,need-destination,setting-destination,expectation,normalisation-constant,alpha
-3,CI,ISS,-2,CI,ISSR,0.25,1.0,0.25
-3,CI,ISS,-2,CI,MSS,0.25,1.0,0.25
-3,CI,ISS,-2,CI,OOE,0.25,1.0,0.25
-3,CI,ISSR,-2,CI,EO,0.25,1.0,0.25
-3,CI,ISSR,-2,CI,ISS,0.25,1.0,0.25
-3,CI,ISSR,-2,CI,MSS,0.25,1.0,0.25
-3,CI,ISSR,-2,CI,OOE,0.25,1.0,0.25
-3,CI,MSS,-2,CI,EO,0.25,1.0,0.25
-3,CI,MSS,-2,CI,ISS,0.25,1.0,0.25
-3,CI,MSS,-2,CI,ISSR,0.25,1.0,0.25
-3,CI,MSS,-2,CI,OOE,0.25,1.0,0.25
-3,CI,OOE,-2,CI,EO,0.25,1.0,0.25
-3,CI,OOE,-2,CI,ISS,0.25,1.0,0.25
-3,CI,OOE,-2,CI,ISSR,0.25,1.0,0.25
-3,CI,OOE,-2,CI,MSS,0.25,1.0,0.25
-3,CL,EO,-2,CL,ISS,0.25,1.0,0.25
-3,CL,EO,-2,CL,ISSR,0.25,1.0,0.25
-3,CL,EO,-2,CL,MSS,0.25,1.0,0.25
-3,CL,EO,-2,CL,OOE,0.25,1.0,0.25
-3,CL,EYS,-2,CL,EO,0.2,1.0,0.2
-3,CL,EYS,-2,CL,ISS,0.2,1.0,0.2
-3,CL,EYS,-2,CL,ISSR,0.2,1.0,0.2
-3,CL,EYS,-2,CL,MSS,0.2,1.0,0.2
-3,CL,EYS,-2,CL,OOE,0.2,1.0,0.2
-3,CL,ISS,-2,CL,EO,0.25,1.0,0.25
-3,CL,ISS,-2,CL,ISSR,0.25,1.0,0.25
-3,CL,ISS,-2,CL,MSS,0.25,1.0,0.25
-3,CL,ISS,-2,CL,OOE,0.25,1.0,0.25
-3,CL,ISSR,-2,CL,EO,0.25,1.0,0.25
-3,CL,ISSR,-2,CL,ISS,0.25,1.0,0.25
-3,CL,ISSR,-2,CL,MSS,0.25,1.0,0.25
-3,CL,ISSR,-2,CL,OOE,0.25,1.0,0.25
-3,CL,MSS,-2,CL,EO,0.25,1.0,0.25
-3,CL,MSS,-2,CL,ISS,0.25,1.0,0.25
-3,CL,MSS,-2,CL,ISSR,0.25,1.0,0.25
-3,CL,MSS,-2,CL,OOE,0.25,1.0,0.25
-3,CL,OOE,-2,CL,EO,0.25,1.0,0.25
-3,CL,OOE,-2,CL,ISS,0.25,1.0,0.25
-3,CL,OOE,-2,CL,ISSR,0.25,1.0,0.25
-3,CL,OOE,-2,CL,MSS,0.25,1.0,0.25
-3,OTH,EO,-2,OTH,ISS,0.25,1.0,0.25
-3,OTH,EO,-2,OTH,ISSR,0.25,1.0,0.25
-3,OTH,EO,-2,OTH,MSS,0.25,1.0,0.25
-3,OTH,EO,-2,OTH,OOE,0.25,1.0,0.25
-3,OTH,EYS,-2,OTH,EO,0.2,1.0,0.2
-3,OTH,EYS,-2,OTH,ISS,0.2,1.0,0.2
-3,OTH,EYS,-2,OTH,ISSR,0.2,1.0,0.2
-3,OTH,EYS,-2,OTH,MSS,0.2,1.0,0.2
-3,OTH,EYS,-2,OTH,OOE,0.2,1.0,0.2
-3,OTH,ISS,-2,OTH,EO,0.25,1.0,0.25
-3,OTH,ISS,-2,OTH,ISSR,0.25,1.0,0.25
-3,OTH,ISS,-2,OTH,MSS,0.25,1.0,0.25
-3,OTH,ISS,-2,OTH,OOE,0.25,1.0,0.25
-3,OTH,ISSR,-2,OTH,EO,0.25,1.0,0.25
-3,OTH,ISSR,-2,OTH,ISS,0.25,1.0,0.25
-3,OTH,ISSR,-2,OTH,MSS,0.25,1.0,0.25
-3,OTH,ISSR,-2,OTH,OOE,0.25,1.0,0.25
-3,OTH,MSS,-2,OTH,EO,0.25,1.0,0.25
-3,OTH,MSS,-2,OTH,ISS,0.25,1.0,0.25
-3,OTH,MSS,-2,OTH,ISSR,0.25,1.0,0.25
-3,OTH,MSS,-2,OTH,OOE,0.25,1.0,0.25
-3,OTH,OOE,-2,OTH,EO,0.25,1.0,0.25
-3,OTH,OOE,-2,OTH,ISS,0.25,1.0,0.25
-3,OTH,OOE,-2,OTH,ISSR,0.25,1.0,0.25
-3,OTH,OOE,-2,OTH,MSS,0.25,1.0,0.25
-3,SEMH,EO,-2,SEMH,ISS,0.25,1.0,0.25
-3,SEMH,EO,-2,SEMH,ISSR,0.25,1.0,0.25
-3,SEMH,EO,-2,SEMH,MSS,0.25,1.0,0.25
-3,SEMH,EO,-2,SEMH,OOE,0.25,1.0,0.25
-3,SEMH,EYS,-2,SEMH,EO,0.2,1.0,0.2
-3,SEMH,EYS,-2,SEMH,ISS,0.2,1.0,0.2
-3,SEMH,EYS,-2,SEMH,ISSR,0.2,1.0,0.2
-3,SEMH,EYS,-2,SEMH,MSS,0.2,1.0,0.2
-3,SEMH,EYS,-2,SEMH,OOE,0.2,1.0,0.2
-3,SEMH,ISS,-2,SEMH,EO,0.25,1.0,0.25
-3,SEMH,ISS,-2,SEMH,ISSR,0.25,1.0,0.25
-3,SEMH,ISS,-2,SEMH,MSS,0.25,1.0,0.25
-3,SEMH,ISS,-2,SEMH,OOE,0.25,1.0,0.25
-3,SEMH,ISSR,-2,SEMH,EO,0.25,1.0,0.25
-3,SEMH,ISSR,-2,SEMH,ISS,0.25,1.0,0.25
-3,SEMH,ISSR,-2,SEMH,MSS,0.25,1.0,0.25
-3,SEMH,ISSR,-2,SEMH,OOE,0.25,1.0,0.25
-3,SEMH,MSS,-2,SEMH,EO,0.25,1.0,0.25
-3,SEMH,MSS,-2,SEMH,ISS,0.25,1.0,0.25
-3,SEMH,MSS,-2,SEMH,ISSR,0.25,1.0,0.25
-3,SEMH,MSS,-2,SEMH,OOE,0.25,1.0,0.25
-3,SEMH,OOE,-2,SEMH,EO,0.25,1.0,0.25
-3,SEMH,OOE,-2,SEMH,ISS,0.25,1.0,0.25
-3,SEMH,OOE,-2,SEMH,ISSR,0.25,1.0,0.25
-3,SEMH,OOE,-2,SEMH,MSS,0.25,1.0,0.25
-3,SP,EO,-2,SP,ISS,0.25,1.0,0.25
-3,SP,EO,-2,SP,ISSR,0.25,1.0,0.25
-3,SP,EO,-2,SP,MSS,0.25,1.0,0.25
-3,SP,EO,-2,SP,OOE,0.25,1.0,0.25
-3,SP,EYS,-2,SP,EO,0.2,1.0,0.2
-3,SP,EYS,-2,SP,ISS,0.2,1.0,0.2
-3,SP,EYS,-2,SP,ISSR,0.2,1.0,0.2
-3,SP,EYS,-2,SP,MSS,0.2,1.0,0.2
-3,SP,EYS,-2,SP,OOE,0.2,1.0,0.2
-3,SP,ISS,-2,SP,EO,0.25,1.0,0.25
-3,SP,ISS,-2,SP,ISSR,0.25,1.0,0.25
-3,SP,ISS,-2,SP,MSS,0.25,1.0,0.25
-3,SP,ISS,-2,SP,OOE,0.25,1.0,0.25
-3,SP,ISSR,-2,SP,EO,0.25,1.0,0.25
-3,SP,ISSR,-2,SP,ISS,0.25,1.0,0.25
-3,SP,ISSR,-2,SP,MSS,0.25,1.0,0.25
-3,SP,ISSR,-2,SP,OOE,0.25,1.0,0.25
-3,SP,MSS,-2,SP,EO,0.25,1.0,0.25
-3,SP,MSS,-2,SP,ISS,0.25,1.0,0.25
-3,SP,MSS,-2,SP,ISSR,0.25,1.0,0.25
-3,SP,MSS,-2,SP,OOE,0.25,1.0,0.25
-3,SP,OOE,-2,SP,EO,0.25,1.0,0.25
-3,SP,OOE,-2,SP,ISS,0.25,1.0,0.25
-3,SP,OOE,-2,SP,ISSR,0.25,1.0,0.25
-3,SP,OOE,-2,SP,MSS,0.25,1.0,0.25
-3,UKN,EO,-2,UKN,ISS,0.25,1.0,0.25
-3,UKN,EO,-2,UKN,ISSR,0.25,1.0,0.25
-3,UKN,EO,-2,UKN,MSS,0.25,1.0,0.25
-3,UKN,EO,-2,UKN,OOE,0.25,1.0,0.25
-3,UKN,EYS,-2,UKN,EO,0.2,1.0,0.2
-3,UKN,EYS,-2,UKN,ISS,0.2,1.0,0.2
-3,UKN,EYS,-2,UKN,ISSR,0.2,1.0,0.2
-3,UKN,EYS,-2,UKN,MSS,0.2,1.0,0.2
-3,UKN,EYS,-2,UKN,OOE,0.2,1.0,0.2
-3,UKN,ISS,-2,UKN,EO,0.25,1.0,0.25
-3,UKN,ISS,-2,UKN,ISSR,0.25,1.0,0.25
-3,UKN,ISS,-2,UKN,MSS,0.25,1.0,0.25
-3,UKN,ISS,-2,UKN,OOE,0.25,1.0,0.25
-3,UKN,ISSR,-2,UKN,EO,0.25,1.0,0.25
-3,UKN,ISSR,-2,UKN,ISS,0.25,1.0,0.25
-3,UKN,ISSR,-2,UKN,MSS,0.25,1.0,0.25
-3,UKN,ISSR,-2,UKN,OOE,0.25,1.0,0.25
-3,UKN,MSS,-2,UKN,EO,0.25,1.0,0.25
-3,UKN,MSS,-2,UKN,ISS,0.25,1.0,0.25
-3,UKN,MSS,-2,UKN,ISSR,0.25,1.0,0.25
-3,UKN,MSS,-2,UKN,OOE,0.25,1.0,0.25
-3,UKN,OOE,-2,UKN,EO,0.25,1.0,0.25
-3,UKN,OOE,-2,UKN,ISS,0.25,1.0,0.25
-3,UKN,OOE,-2,UKN,ISSR,0.25,1.0,0.25
-3,UKN,OOE,-2,UKN,MSS,0.25,1.0,0.25
-2,CI,EO,-1,CI,EYS,0.02636203866432338,0.9999999999999998,0.02636203866432337
-2,CI,EO,-1,CI,IMS,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,EO,-1,CI,ISS,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,EO,-1,CI,ISSR,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,EO,-1,CI,MMS,0.028119507908611605,0.9999999999999998,0.028119507908611598
-2,CI,EO,-1,CI,MMSIB,0.5026362038664324,0.9999999999999998,0.5026362038664323
-2,CI,EO,-1,CI,MMSOB,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,EO,-1,CI,MSS,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,EO,-1,CI,MSSIB,0.1335676625659051,0.9999999999999998,0.13356766256590508
-2,CI,EO,-1,CI,MSSOB,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,EO,-1,CI,MU,0.29173989455184535,0.9999999999999998,0.2917398945518453
-2,CI,EO,-1,CI,MUOB,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,EO,-1,CI,NMSS,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,EO,-1,CI,NMSSR,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,EO,-1,CI,OOE,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,EYS,-1,CI,EO,3.003003003003001E-4,6.0000000000000036,0.0018018018018018018
-2,CI,EYS,-1,CI,IMS,3.003003003003001E-4,6.0000000000000036,0.0018018018018018018
-2,CI,EYS,-1,CI,ISS,3.003003003003001E-4,6.0000000000000036,0.0018018018018018018
-2,CI,EYS,-1,CI,ISSR,3.003003003003001E-4,6.0000000000000036,0.0018018018018018018
-2,CI,EYS,-1,CI,MMS,0.004804804804804802,6.0000000000000036,0.02882882882882883
-2,CI,EYS,-1,CI,MMSIB,0.7525525525525522,6.0000000000000036,4.515315315315315
-2,CI,EYS,-1,CI,MMSOB,3.003003003003001E-4,6.0000000000000036,0.0018018018018018018
-2,CI,EYS,-1,CI,MSS,3.003003003003001E-4,6.0000000000000036,0.0018018018018018018
-2,CI,EYS,-1,CI,MSSIB,0.18948948948948938,6.0000000000000036,1.1369369369369369
-2,CI,EYS,-1,CI,MSSOB,3.003003003003001E-4,6.0000000000000036,0.0018018018018018018
-2,CI,EYS,-1,CI,MU,0.04984984984984982,6.0000000000000036,0.2990990990990991
-2,CI,EYS,-1,CI,MUOB,3.003003003003001E-4,6.0000000000000036,0.0018018018018018018
-2,CI,EYS,-1,CI,NMSS,3.003003003003001E-4,6.0000000000000036,0.0018018018018018018
-2,CI,EYS,-1,CI,NMSSR,3.003003003003001E-4,6.0000000000000036,0.0018018018018018018
-2,CI,EYS,-1,CI,OOE,3.003003003003001E-4,6.0000000000000036,0.0018018018018018018
-2,CI,IMS,-1,CI,EO,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,IMS,-1,CI,EYS,0.02636203866432338,0.9999999999999998,0.02636203866432337
-2,CI,IMS,-1,CI,ISS,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,IMS,-1,CI,ISSR,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,IMS,-1,CI,MMS,0.028119507908611605,0.9999999999999998,0.028119507908611598
-2,CI,IMS,-1,CI,MMSIB,0.5026362038664324,0.9999999999999998,0.5026362038664323
-2,CI,IMS,-1,CI,MMSOB,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,IMS,-1,CI,MSS,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,IMS,-1,CI,MSSIB,0.1335676625659051,0.9999999999999998,0.13356766256590508
-2,CI,IMS,-1,CI,MSSOB,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,IMS,-1,CI,MU,0.29173989455184535,0.9999999999999998,0.2917398945518453
-2,CI,IMS,-1,CI,MUOB,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,IMS,-1,CI,NMSS,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,IMS,-1,CI,NMSSR,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,IMS,-1,CI,OOE,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,ISS,-1,CI,EO,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,ISS,-1,CI,EYS,0.02636203866432338,0.9999999999999998,0.02636203866432337
-2,CI,ISS,-1,CI,IMS,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,ISS,-1,CI,ISSR,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,ISS,-1,CI,MMS,0.028119507908611605,0.9999999999999998,0.028119507908611598
-2,CI,ISS,-1,CI,MMSIB,0.5026362038664324,0.9999999999999998,0.5026362038664323
-2,CI,ISS,-1,CI,MMSOB,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,ISS,-1,CI,MSS,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,ISS,-1,CI,MSSIB,0.1335676625659051,0.9999999999999998,0.13356766256590508
-2,CI,ISS,-1,CI,MSSOB,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,ISS,-1,CI,MU,0.29173989455184535,0.9999999999999998,0.2917398945518453
-2,CI,ISS,-1,CI,MUOB,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,ISS,-1,CI,NMSS,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,ISS,-1,CI,NMSSR,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,ISS,-1,CI,OOE,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,ISSR,-1,CI,EO,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,ISSR,-1,CI,EYS,0.02636203866432338,0.9999999999999998,0.02636203866432337
-2,CI,ISSR,-1,CI,IMS,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,ISSR,-1,CI,ISS,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,ISSR,-1,CI,MMS,0.028119507908611605,0.9999999999999998,0.028119507908611598
-2,CI,ISSR,-1,CI,MMSIB,0.5026362038664324,0.9999999999999998,0.5026362038664323
-2,CI,ISSR,-1,CI,MMSOB,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,ISSR,-1,CI,MSS,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,ISSR,-1,CI,MSSIB,0.1335676625659051,0.9999999999999998,0.13356766256590508
-2,CI,ISSR,-1,CI,MSSOB,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,ISSR,-1,CI,MU,0.29173989455184535,0.9999999999999998,0.2917398945518453
-2,CI,ISSR,-1,CI,MUOB,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,ISSR,-1,CI,NMSS,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,ISSR,-1,CI,NMSSR,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,ISSR,-1,CI,OOE,0.0017574692442882253,0.9999999999999998,0.0017574692442882249
-2,CI,MMS,-1,CI,EO,0.001805054151624548,1.0000000000000004,0.0018050541516245488
-2,CI,MMS,-1,CI,EYS,0.027075812274368224,1.0000000000000004,0.027075812274368234
-2,CI,MMS,-1,CI,IMS,0.001805054151624548,1.0000000000000004,0.0018050541516245488
-2,CI,MMS,-1,CI,ISS,0.001805054151624548,1.0000000000000004,0.0018050541516245488
